관측소명:울릉도
위도:37.491389
경도:130.913611
관측시간	조위(cm)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	
2021-10-01 00:38:00	54	23.20	31.20	-	-	-	-	1.3	서	281	19.1	1008.5	-	
2021-10-01 00:39:00	54	23.20	31.20	-	-	-	-	0.9	서	277	19.1	1008.5	-	
2021-10-01 00:40:00	54	23.20	31.20	-	-	-	-	1.3	서북서	283	19.1	1008.5	-	
2021-10-01 00:41:00	54	23.20	31.20	-	-	-	-	1.7	서	276	19.1	1008.5	-	
2021-10-01 00:42:00	55	23.20	31.20	-	-	-	-	1.0	서	261	19.2	1008.5	-	
2021-10-01 00:43:00	55	23.20	31.20	-	-	-	-	0.8	서북서	285	19.2	1008.5	-	
2021-10-01 00:44:00	55	23.20	31.20	-	-	-	-	1.0	서북서	287	19.2	1008.5	-	
2021-10-01 00:45:00	55	23.20	31.20	-	-	-	-	1.2	서	261	19.1	1008.5	-	
2021-10-01 00:46:00	54	23.20	31.20	-	-	-	-	1.0	서	278	19.1	1008.5	-	
2021-10-01 00:47:00	54	23.20	31.20	-	-	-	-	1.7	서	261	19.0	1008.5	-	
2021-10-01 00:48:00	55	23.20	31.20	-	-	-	-	1.5	서북서	285	19.0	1008.5	-	
2021-10-01 00:49:00	55	23.20	31.20	-	-	-	-	1.3	서	265	19.0	1008.5	-	
2021-10-01 00:50:00	55	23.20	31.20	-	-	-	-	1.7	서	260	19.0	1008.5	-	
2021-10-01 00:51:00	55	23.20	31.20	-	-	-	-	1.2	서북서	289	19.1	1008.5	-	
2021-10-01 00:52:00	55	23.20	31.20	-	-	-	-	1.0	서남서	251	19.1	1008.5	-	
2021-10-01 00:53:00	54	23.20	31.20	-	-	-	-	0.8	서	271	19.1	1008.5	-	
2021-10-01 00:54:00	54	23.20	31.20	-	-	-	-	0.1	서	281	19.1	1008.5	-	
2021-10-01 00:55:00	54	23.20	31.20	-	-	-	-	0.5	서	273	19.0	1008.5	-	
2021-10-01 00:56:00	54	23.20	31.20	-	-	-	-	0.6	서	259	19.1	1008.5	-	
2021-10-01 00:57:00	55	23.20	31.30	-	-	-	-	0.6	서남서	246	19.1	1008.5	-	
2021-10-01 00:58:00	55	23.20	31.30	-	-	-	-	1.0	서	270	19.0	1008.7	-	
2021-10-01 00:59:00	55	23.20	31.30	-	-	-	-	1.0	서남서	240	18.9	1008.7	-	
2021-10-01 01:00:00	55	23.20	31.30	-	-	-	-	1.4	서	275	18.9	1008.7	-	
2021-10-01 01:01:00	55	23.20	31.30	-	-	-	-	0.8	서	271	19.0	1008.7	-	
2021-10-01 01:02:00	54	23.20	31.30	-	-	-	-	1.2	서남서	257	19.0	1008.7	-	
2021-10-01 01:03:00	54	23.20	31.30	-	-	-	-	1.0	서북서	298	19.0	1008.5	-	
2021-10-01 01:04:00	54	23.20	31.30	-	-	-	-	0.8	서북서	286	19.0	1008.5	-	
2021-10-01 01:05:00	54	23.20	31.30	-	-	-	-	0.9	서	267	18.9	1008.7	-	
2021-10-01 01:06:00	54	23.20	31.30	-	-	-	-	0.9	서	262	18.8	1008.7	-	
2021-10-01 01:07:00	54	23.20	31.30	-	-	-	-	1.1	서북서	283	18.8	1008.7	-	
2021-10-01 01:08:00	54	23.20	31.30	-	-	-	-	1.0	서	278	18.8	1008.7	-	
2021-10-01 01:09:00	55	23.20	31.30	-	-	-	-	0.6	서북서	287	18.8	1008.7	-	
2021-10-01 01:10:00	55	23.20	31.30	-	-	-	-	1.2	서북서	288	18.8	1008.7	-	
2021-10-01 01:11:00	55	23.20	31.30	-	-	-	-	0.4	북북서	330	18.9	1008.7	-	
2021-10-01 01:12:00	55	23.20	31.30	-	-	-	-	0.7	서북서	294	19.0	1008.7	-	
2021-10-01 01:13:00	54	23.20	31.30	-	-	-	-	0.5	서북서	287	19.0	1008.7	-	
2021-10-01 01:14:00	54	23.20	31.30	-	-	-	-	0.2	서북서	287	19.0	1008.7	-	
2021-10-01 01:15:00	54	23.20	31.30	-	-	-	-	0.4	서	281	19.0	1008.7	-	
2021-10-01 01:16:00	54	23.20	31.30	-	-	-	-	0.4	서	280	19.0	1008.7	-	
2021-10-01 01:17:00	55	23.20	31.30	-	-	-	-	0.4	서	277	18.9	1008.7	-	
2021-10-01 01:18:00	55	23.20	31.30	-	-	-	-	0.9	서	263	19.0	1008.7	-	
2021-10-01 01:19:00	55	23.20	31.30	-	-	-	-	0.7	서남서	254	18.9	1008.7	-	
2021-10-01 01:20:00	54	23.20	31.30	-	-	-	-	0.9	서	267	18.9	1008.7	-	
2021-10-01 01:21:00	54	23.20	31.30	-	-	-	-	0.5	북서	309	18.9	1008.7	-	
2021-10-01 01:22:00	54	23.20	31.30	-	-	-	-	0.6	서북서	289	18.9	1008.7	-	
2021-10-01 01:23:00	54	23.20	31.30	-	-	-	-	0.8	서	262	18.9	1008.7	-	
2021-10-01 01:24:00	55	23.20	31.30	-	-	-	-	0.5	서북서	293	18.9	1008.7	-	
2021-10-01 01:25:00	55	23.20	31.30	-	-	-	-	0.3	서	280	18.9	1008.7	-	
2021-10-01 01:26:00	55	23.20	31.30	-	-	-	-	1.2	서남서	252	18.9	1008.7	-	
2021-10-01 01:27:00	54	23.20	31.30	-	-	-	-	0.5	남서	235	18.9	1008.7	-	
2021-10-01 01:28:00	54	23.20	31.30	-	-	-	-	0.0	서남서	238	18.9	1008.7	-	
2021-10-01 01:29:00	54	23.20	31.30	-	-	-	-	0.4	서	259	18.9	1008.7	-	
2021-10-01 01:30:00	54	23.20	31.30	-	-	-	-	0.9	서남서	253	18.9	1008.7	-	
2021-10-01 01:31:00	54	23.20	31.30	-	-	-	-	0.9	서남서	244	18.9	1008.7	-	
2021-10-01 01:32:00	54	23.20	31.30	-	-	-	-	0.1	서남서	249	18.9	1008.7	-	
2021-10-01 01:33:00	55	23.20	31.30	-	-	-	-	0.4	서남서	251	18.9	1008.7	-	
2021-10-01 01:34:00	54	23.20	31.30	-	-	-	-	0.7	서남서	250	18.9	1008.7	-	
2021-10-01 01:35:00	54	23.20	31.30	-	-	-	-	0.5	서	277	18.9	1008.7	-	
2021-10-01 01:36:00	54	23.20	31.30	-	-	-	-	0.9	서북서	293	18.9	1008.7	-	
2021-10-01 01:37:00	54	23.20	31.30	-	-	-	-	0.9	서	273	18.9	1008.7	-	
2021-10-01 01:38:00	55	23.20	31.30	-	-	-	-	1.3	서	265	18.9	1008.7	-	
2021-10-01 01:39:00	55	23.20	31.30	-	-	-	-	0.8	서남서	249	18.9	1008.7	-	
2021-10-01 01:40:00	54	23.20	31.30	-	-	-	-	0.4	서남서	254	18.9	1008.7	-	
2021-10-01 01:41:00	55	23.20	31.30	-	-	-	-	0.6	서남서	250	18.9	1008.5	-	
2021-10-01 01:42:00	55	23.20	31.30	-	-	-	-	0.6	서남서	251	18.9	1008.5	-	
2021-10-01 01:43:00	54	23.20	31.30	-	-	-	-	0.6	서남서	252	18.9	1008.7	-	
2021-10-01 01:44:00	54	23.20	31.30	-	-	-	-	0.7	서남서	250	18.9	1008.7	-	
2021-10-01 01:45:00	54	23.20	31.30	-	-	-	-	1.1	서남서	246	18.9	1008.5	-	
2021-10-01 01:46:00	54	23.20	31.30	-	-	-	-	1.3	서남서	244	18.9	1008.5	-	
2021-10-01 01:47:00	54	23.20	31.30	-	-	-	-	1.0	서남서	251	18.9	1008.7	-	
2021-10-01 01:48:00	54	23.20	31.30	-	-	-	-	1.2	서남서	248	18.8	1008.7	-	
2021-10-01 01:49:00	54	23.20	31.30	-	-	-	-	1.0	서남서	257	18.8	1008.5	-	
2021-10-01 01:50:00	55	23.20	31.30	-	-	-	-	0.6	서	265	18.8	1008.5	-	
2021-10-01 01:51:00	55	23.20	31.30	-	-	-	-	0.6	서남서	241	18.8	1008.5	-	
2021-10-01 01:52:00	54	23.20	31.30	-	-	-	-	0.6	서남서	244	18.8	1008.5	-	
2021-10-01 01:53:00	55	23.20	31.30	-	-	-	-	1.0	서남서	247	18.9	1008.5	-	
2021-10-01 01:54:00	55	23.20	31.30	-	-	-	-	0.6	서	278	18.9	1008.5	-	
2021-10-01 01:55:00	55	23.20	31.30	-	-	-	-	0.8	서	261	18.9	1008.5	-	
2021-10-01 01:56:00	54	23.20	31.30	-	-	-	-	0.9	서남서	248	18.9	1008.3	-	
2021-10-01 01:57:00	54	23.20	31.30	-	-	-	-	0.8	서남서	252	18.8	1008.3	-	
2021-10-01 01:58:00	55	23.20	31.30	-	-	-	-	0.6	서남서	250	18.8	1008.5	-	
2021-10-01 01:59:00	55	23.20	31.30	-	-	-	-	0.8	서남서	246	18.8	1008.3	-	
2021-10-01 02:00:00	55	23.20	31.30	-	-	-	-	0.7	남서	234	18.8	1008.3	-	
2021-10-01 02:01:00	54	23.20	31.30	-	-	-	-	0.6	서남서	248	18.8	1008.3	-	
2021-10-01 02:02:00	54	23.20	31.30	-	-	-	-	0.3	서남서	248	18.9	1008.3	-	
2021-10-01 02:03:00	55	23.20	31.30	-	-	-	-	0.2	서남서	248	18.9	1008.1	-	
2021-10-01 02:04:00	55	23.20	31.30	-	-	-	-	0.5	서남서	248	18.9	1008.3	-	
2021-10-01 02:05:00	55	23.20	31.30	-	-	-	-	0.8	서남서	255	18.9	1008.3	-	
2021-10-01 02:06:00	55	23.20	31.30	-	-	-	-	1.5	서	281	18.8	1008.3	-	
2021-10-01 02:07:00	55	23.20	31.30	-	-	-	-	1.0	서	278	18.8	1008.3	-	
2021-10-01 02:08:00	55	23.20	31.30	-	-	-	-	0.4	서북서	284	18.9	1008.3	-	
2021-10-01 02:09:00	55	23.20	31.30	-	-	-	-	1.0	서	276	19.0	1008.3	-	
2021-10-01 02:10:00	55	23.20	31.30	-	-	-	-	0.3	북서	319	19.0	1008.3	-	
2021-10-01 02:11:00	54	23.20	31.30	-	-	-	-	1.0	서	278	19.0	1008.3	-	
2021-10-01 02:12:00	55	23.20	31.30	-	-	-	-	0.9	서북서	283	19.0	1008.3	-	
2021-10-01 02:13:00	54	23.20	31.30	-	-	-	-	0.7	서북서	295	19.1	1008.3	-	
2021-10-01 02:14:00	54	23.20	31.30	-	-	-	-	0.9	서	264	19.2	1008.5	-	
2021-10-01 02:15:00	55	23.20	31.30	-	-	-	-	0.6	서	274	19.1	1008.3	-	
2021-10-01 02:16:00	55	23.20	31.30	-	-	-	-	0.9	서	277	19.1	1008.3	-	
2021-10-01 02:17:00	55	23.20	31.30	-	-	-	-	0.9	서남서	253	19.2	1008.5	-	
2021-10-01 02:18:00	55	23.20	31.30	-	-	-	-	0.9	서북서	288	19.1	1008.3	-	
2021-10-01 02:19:00	55	23.20	31.30	-	-	-	-	0.5	서북서	288	19.2	1008.3	-	
2021-10-01 02:20:00	55	23.20	31.30	-	-	-	-	0.7	서	274	19.3	1008.3	-	
2021-10-01 02:21:00	55	23.20	31.30	-	-	-	-	0.6	서	281	19.3	1008.3	-	
2021-10-01 02:22:00	55	23.20	31.30	-	-	-	-	0.5	서	268	19.3	1008.3	-	
2021-10-01 02:23:00	55	23.20	31.30	-	-	-	-	0.6	서	265	19.3	1008.3	-	
2021-10-01 02:24:00	54	23.20	31.30	-	-	-	-	0.9	서남서	248	19.2	1008.3	-	
2021-10-01 02:25:00	55	23.20	31.30	-	-	-	-	0.3	서남서	247	19.2	1008.3	-	
2021-10-01 02:26:00	55	23.20	31.30	-	-	-	-	0.6	서남서	254	19.2	1008.3	-	
2021-10-01 02:27:00	55	23.20	31.30	-	-	-	-	0.8	서	265	19.1	1008.3	-	
2021-10-01 02:28:00	55	23.20	31.30	-	-	-	-	1.2	서북서	284	19.1	1008.3	-	
2021-10-01 02:29:00	55	23.20	31.30	-	-	-	-	1.1	서	276	19.1	1008.3	-	
2021-10-01 02:30:00	55	23.20	31.40	-	-	-	-	1.3	서	262	19.1	1008.3	-	
2021-10-01 02:31:00	54	23.20	31.40	-	-	-	-	1.3	서	267	19.1	1008.3	-	
2021-10-01 02:32:00	55	23.20	31.40	-	-	-	-	1.0	서	277	19.1	1008.3	-	
2021-10-01 02:33:00	55	23.20	31.40	-	-	-	-	0.9	서남서	258	19.2	1008.3	-	
2021-10-01 02:34:00	55	23.20	31.40	-	-	-	-	1.2	서남서	258	19.1	1008.3	-	
2021-10-01 02:35:00	55	23.20	31.40	-	-	-	-	1.0	서남서	258	19.1	1008.3	-	
2021-10-01 02:36:00	55	23.20	31.40	-	-	-	-	1.2	서남서	247	19.0	1008.3	-	
2021-10-01 02:37:00	55	23.20	31.40	-	-	-	-	1.2	서남서	253	19.0	1008.3	-	
2021-10-01 02:38:00	54	23.20	31.30	-	-	-	-	1.1	서	263	19.0	1008.3	-	
2021-10-01 02:39:00	54	23.20	31.30	-	-	-	-	1.3	서남서	248	19.0	1008.5	-	
2021-10-01 02:40:00	54	23.20	31.30	-	-	-	-	0.6	서	271	19.0	1008.3	-	
2021-10-01 02:41:00	55	23.20	31.40	-	-	-	-	0.7	서남서	254	19.0	1008.3	-	
2021-10-01 02:42:00	55	23.20	31.40	-	-	-	-	1.1	서남서	239	19.0	1008.3	-	
2021-10-01 02:43:00	55	23.20	31.30	-	-	-	-	1.0	서남서	245	19.0	1008.3	-	
2021-10-01 02:44:00	55	23.20	31.30	-	-	-	-	0.6	서남서	246	19.0	1008.3	-	
2021-10-01 02:45:00	55	23.20	31.30	-	-	-	-	0.6	서	273	19.0	1008.3	-	
2021-10-01 02:46:00	54	23.20	31.30	-	-	-	-	1.1	서	269	19.0	1008.1	-	
2021-10-01 02:47:00	54	23.20	31.30	-	-	-	-	1.1	서남서	246	18.9	1008.3	-	
2021-10-01 02:48:00	54	23.20	31.30	-	-	-	-	1.1	서남서	256	19.0	1008.3	-	
2021-10-01 02:49:00	54	23.20	31.40	-	-	-	-	0.3	서	265	18.9	1008.1	-	
2021-10-01 02:50:00	55	23.20	31.40	-	-	-	-	0.3	서	264	18.9	1008.1	-	
2021-10-01 02:51:00	55	23.20	31.40	-	-	-	-	0.3	서	265	18.9	1008.1	-	
2021-10-01 02:52:00	55	23.20	31.40	-	-	-	-	0.3	서	262	18.8	1008.1	-	
2021-10-01 02:53:00	55	23.20	31.40	-	-	-	-	0.7	서	260	18.8	1008.1	-	
2021-10-01 02:54:00	54	23.20	31.40	-	-	-	-	1.1	서남서	244	18.7	1008.1	-	
2021-10-01 02:55:00	54	23.20	31.40	-	-	-	-	1.5	서남서	242	18.7	1008.1	-	
2021-10-01 02:56:00	54	23.20	31.40	-	-	-	-	1.4	서남서	242	18.7	1008.1	-	
2021-10-01 02:57:00	54	23.20	31.40	-	-	-	-	1.1	서남서	247	18.7	1008.1	-	
2021-10-01 02:58:00	55	23.20	31.40	-	-	-	-	0.8	서	267	18.7	1008.1	-	
2021-10-01 02:59:00	55	23.20	31.40	-	-	-	-	1.0	서남서	243	18.7	1008.1	-	
2021-10-01 03:00:00	55	23.20	31.40	-	-	-	-	0.9	서남서	249	18.7	1008.1	-	
2021-10-01 03:01:00	55	23.20	31.40	-	-	-	-	1.0	서	260	18.7	1008.1	-	
2021-10-01 03:02:00	55	23.20	31.40	-	-	-	-	1.3	서	277	18.7	1008.0	-	
2021-10-01 03:03:00	55	23.20	31.40	-	-	-	-	0.9	서북서	293	18.8	1008.1	-	
2021-10-01 03:04:00	55	23.20	31.40	-	-	-	-	0.9	서	278	18.8	1008.0	-	
2021-10-01 03:05:00	56	23.10	31.40	-	-	-	-	0.6	서	259	18.8	1008.0	-	
2021-10-01 03:06:00	55	23.10	31.40	-	-	-	-	0.6	서	260	18.8	1008.0	-	
2021-10-01 03:07:00	55	23.10	31.40	-	-	-	-	0.8	서	261	18.8	1008.0	-	
2021-10-01 03:08:00	54	23.10	31.40	-	-	-	-	0.6	서남서	255	18.8	1008.0	-	
2021-10-01 03:09:00	54	23.10	31.40	-	-	-	-	0.5	서남서	253	18.7	1008.1	-	
2021-10-01 03:10:00	54	23.10	31.40	-	-	-	-	1.1	서남서	243	18.7	1008.0	-	
2021-10-01 03:11:00	55	23.10	31.40	-	-	-	-	0.8	서	274	18.6	1008.0	-	
2021-10-01 03:12:00	55	23.10	31.40	-	-	-	-	0.6	서북서	292	18.6	1008.0	-	
2021-10-01 03:13:00	55	23.10	31.40	-	-	-	-	0.9	서	267	18.6	1008.0	-	
2021-10-01 03:14:00	55	23.10	31.40	-	-	-	-	1.0	서	268	18.6	1008.0	-	
2021-10-01 03:15:00	55	23.10	31.40	-	-	-	-	0.6	서	271	18.6	1008.0	-	
2021-10-01 03:16:00	55	23.10	31.40	-	-	-	-	0.9	서	260	18.6	1008.0	-	
2021-10-01 03:17:00	55	23.10	31.40	-	-	-	-	1.1	서남서	242	18.6	1008.0	-	
2021-10-01 03:18:00	55	23.10	31.40	-	-	-	-	0.9	남서	235	18.6	1008.0	-	
2021-10-01 03:19:00	55	23.10	31.40	-	-	-	-	1.0	서남서	243	18.6	1008.0	-	
2021-10-01 03:20:00	55	23.10	31.40	-	-	-	-	1.0	서남서	244	18.5	1008.0	-	
2021-10-01 03:21:00	55	23.10	31.40	-	-	-	-	0.4	서남서	258	18.6	1008.0	-	
2021-10-01 03:22:00	55	23.10	31.40	-	-	-	-	0.5	서남서	256	18.5	1008.0	-	
2021-10-01 03:23:00	54	23.10	31.40	-	-	-	-	0.9	서남서	255	18.5	1008.0	-	
2021-10-01 03:24:00	55	23.10	31.40	-	-	-	-	0.7	남서	235	18.4	1008.0	-	
2021-10-01 03:25:00	54	23.10	31.40	-	-	-	-	0.6	서남서	248	18.5	1008.0	-	
2021-10-01 03:26:00	54	23.10	31.40	-	-	-	-	0.9	서남서	250	18.5	1007.8	-	
2021-10-01 03:27:00	55	23.10	31.40	-	-	-	-	0.9	서북서	303	18.5	1007.8	-	
2021-10-01 03:28:00	54	23.10	31.40	-	-	-	-	0.8	서	262	18.4	1007.8	-	
2021-10-01 03:29:00	54	23.10	31.40	-	-	-	-	1.0	서	271	18.5	1007.8	-	
2021-10-01 03:30:00	54	23.10	31.40	-	-	-	-	0.9	서남서	256	18.5	1007.8	-	
2021-10-01 03:31:00	54	23.10	31.40	-	-	-	-	0.9	서남서	249	18.4	1008.0	-	
2021-10-01 03:32:00	54	23.10	31.40	-	-	-	-	1.0	서남서	251	18.4	1008.0	-	
2021-10-01 03:33:00	55	23.10	31.40	-	-	-	-	0.9	서남서	245	18.4	1008.0	-	
2021-10-01 03:34:00	54	23.10	31.40	-	-	-	-	1.2	서남서	249	18.3	1008.0	-	
2021-10-01 03:35:00	54	23.10	31.40	-	-	-	-	1.2	서	280	18.4	1007.8	-	
2021-10-01 03:36:00	54	23.10	31.40	-	-	-	-	0.8	서	270	18.4	1008.0	-	
2021-10-01 03:37:00	54	23.10	31.40	-	-	-	-	1.4	서	260	18.5	1008.0	-	
2021-10-01 03:38:00	54	23.10	31.40	-	-	-	-	0.5	서	269	18.4	1008.0	-	
2021-10-01 03:39:00	54	23.10	31.40	-	-	-	-	0.9	서남서	258	18.4	1007.8	-	
2021-10-01 03:40:00	54	23.10	31.40	-	-	-	-	1.0	서남서	245	18.4	1008.0	-	
2021-10-01 03:41:00	55	23.10	31.40	-	-	-	-	1.1	서남서	244	18.3	1007.8	-	
2021-10-01 03:42:00	54	23.10	31.40	-	-	-	-	1.2	서	262	18.4	1007.8	-	
2021-10-01 03:43:00	54	23.10	31.40	-	-	-	-	1.2	서남서	252	18.4	1007.8	-	
2021-10-01 03:44:00	54	23.10	31.40	-	-	-	-	1.7	서남서	241	18.4	1007.8	-	
2021-10-01 03:45:00	54	23.10	31.40	-	-	-	-	1.0	서남서	257	18.4	1007.8	-	
2021-10-01 03:46:00	54	23.10	31.40	-	-	-	-	1.6	서	272	18.4	1007.8	-	
2021-10-01 03:47:00	55	23.10	31.40	-	-	-	-	0.9	서남서	254	18.3	1007.8	-	
2021-10-01 03:48:00	54	23.10	31.40	-	-	-	-	0.9	서	259	18.3	1007.8	-	
2021-10-01 03:49:00	55	23.10	31.40	-	-	-	-	1.5	서남서	257	18.3	1007.8	-	
2021-10-01 03:50:00	54	23.10	31.40	-	-	-	-	1.9	서	259	18.5	1007.8	-	
2021-10-01 03:51:00	54	23.10	31.40	-	-	-	-	1.7	서남서	253	18.4	1007.8	-	
2021-10-01 03:52:00	54	23.10	31.40	-	-	-	-	1.3	서남서	249	18.5	1007.8	-	
2021-10-01 03:53:00	54	23.10	31.40	-	-	-	-	0.9	서남서	258	18.5	1007.8	-	
2021-10-01 03:54:00	54	23.10	31.40	-	-	-	-	1.0	서남서	251	18.5	1007.8	-	
2021-10-01 03:55:00	54	23.10	31.40	-	-	-	-	1.3	서남서	245	18.4	1007.8	-	
2021-10-01 03:56:00	54	23.10	31.40	-	-	-	-	1.3	서	259	18.5	1007.8	-	
2021-10-01 03:57:00	54	23.10	31.40	-	-	-	-	1.0	서	271	18.5	1007.8	-	
2021-10-01 03:58:00	54	23.10	31.40	-	-	-	-	0.9	서북서	283	18.6	1007.8	-	
2021-10-01 03:59:00	54	23.10	31.40	-	-	-	-	1.3	서	270	18.5	1007.8	-	
2021-10-01 04:00:00	54	23.10	31.40	-	-	-	-	0.9	서북서	292	18.6	1007.8	-	
2021-10-01 04:01:00	54	23.10	31.40	-	-	-	-	0.8	서	270	18.6	1007.8	-	
2021-10-01 04:02:00	54	23.10	31.40	-	-	-	-	0.6	서	280	18.6	1008.0	-	
2021-10-01 04:03:00	54	23.10	31.40	-	-	-	-	0.4	서	279	18.5	1008.0	-	
2021-10-01 04:04:00	54	23.10	31.40	-	-	-	-	1.1	서	259	18.6	1008.0	-	
2021-10-01 04:05:00	54	23.10	31.40	-	-	-	-	0.9	서남서	250	18.6	1008.0	-	
2021-10-01 04:06:00	54	23.10	31.50	-	-	-	-	1.0	서	264	18.6	1007.8	-	
2021-10-01 04:07:00	54	23.10	31.40	-	-	-	-	1.0	서남서	252	18.5	1007.8	-	
2021-10-01 04:08:00	54	23.10	31.40	-	-	-	-	0.6	서	263	18.5	1008.0	-	
2021-10-01 04:09:00	54	23.10	31.40	-	-	-	-	1.0	서북서	293	18.4	1007.8	-	
2021-10-01 04:10:00	54	23.10	31.40	-	-	-	-	0.9	북서	304	18.4	1007.8	-	
2021-10-01 04:11:00	54	23.10	31.40	-	-	-	-	0.7	서	275	18.4	1007.8	-	
2021-10-01 04:12:00	54	23.10	31.50	-	-	-	-	1.0	서남서	258	18.3	1007.8	-	
2021-10-01 04:13:00	54	23.10	31.50	-	-	-	-	1.0	서	268	18.3	1007.8	-	
2021-10-01 04:14:00	54	23.10	31.50	-	-	-	-	1.0	서북서	289	18.4	1007.6	-	
2021-10-01 04:15:00	54	23.10	31.50	-	-	-	-	0.9	서	270	18.4	1007.8	-	
2021-10-01 04:16:00	54	23.10	31.50	-	-	-	-	1.1	서	267	18.4	1007.6	-	
2021-10-01 04:17:00	54	23.20	31.50	-	-	-	-	1.0	서	280	18.3	1007.6	-	
2021-10-01 04:18:00	54	23.20	31.50	-	-	-	-	1.3	서남서	258	18.2	1007.6	-	
2021-10-01 04:19:00	54	23.20	31.50	-	-	-	-	0.4	서	269	18.3	1007.6	-	
2021-10-01 04:20:00	54	23.20	31.50	-	-	-	-	1.2	서남서	255	18.3	1007.6	-	
2021-10-01 04:21:00	54	23.10	31.50	-	-	-	-	1.6	서남서	246	18.3	1007.6	-	
2021-10-01 04:22:00	54	23.20	31.50	-	-	-	-	1.4	서남서	242	18.3	1007.4	-	
