관측소명:태안
위도:36.91305555555560
경도:126.238888888889
관측시간	조위(cm)	수온(℃)	염분(PSU)	유의파고(m)	유의파주기(sec)	최대파고(m)	최대파주기(sec)	풍속(m/s)	풍향(16points)	풍향(deg)	기온(℃)	기압(hPa)	시정(m)	
2021-10-01 01:00:00	532	-	-	-	-	-	-	0.0	북	0	20.3	1008.0	-	
2021-10-01 01:01:00	532	-	-	-	-	-	-	0.0	북	0	20.3	1008.0	-	
2021-10-01 01:02:00	531	-	-	-	-	-	-	0.0	북	0	20.3	1008.0	-	
2021-10-01 01:03:00	531	-	-	-	-	-	-	0.0	북	0	20.3	1008.0	-	
2021-10-01 01:04:00	530	-	-	-	-	-	-	0.2	서남서	252	20.4	1008.0	-	
2021-10-01 01:05:00	530	-	-	-	-	-	-	0.0	서	269	20.4	1008.0	-	
2021-10-01 01:06:00	530	-	-	-	-	-	-	0.0	북	0	20.5	1008.0	-	
2021-10-01 01:07:00	530	-	-	-	-	-	-	0.0	남동	142	20.5	1008.0	-	
2021-10-01 01:08:00	530	-	-	-	-	-	-	0.1	동남동	118	20.5	1008.0	-	
2021-10-01 01:09:00	530	-	-	-	-	-	-	0.1	동남동	122	20.5	1008.0	-	
2021-10-01 01:10:00	530	-	-	-	-	-	-	0.1	동	101	20.5	1008.0	-	
2021-10-01 01:11:00	530	-	-	-	-	-	-	0.3	동남동	114	20.5	1008.0	-	
2021-10-01 01:12:00	530	-	-	-	-	-	-	0.3	동남동	120	20.5	1008.0	-	
2021-10-01 01:13:00	529	-	-	-	-	-	-	0.5	동남동	123	20.5	1008.0	-	
2021-10-01 01:14:00	528	-	-	-	-	-	-	0.5	동남동	116	20.5	1008.0	-	
2021-10-01 01:15:00	527	-	-	-	-	-	-	0.6	남동	132	20.4	1008.0	-	
2021-10-01 01:16:00	527	-	-	-	-	-	-	0.7	남동	128	20.4	1008.0	-	
2021-10-01 01:17:00	526	-	-	-	-	-	-	0.6	남동	134	20.3	1008.0	-	
2021-10-01 01:18:00	526	-	-	-	-	-	-	0.9	남남동	155	20.1	1008.0	-	
2021-10-01 01:19:00	525	-	-	-	-	-	-	0.9	남남동	147	19.8	1008.0	-	
2021-10-01 01:20:00	525	-	-	-	-	-	-	0.7	남남동	156	19.7	1008.0	-	
2021-10-01 01:21:00	524	-	-	-	-	-	-	0.5	남동	142	19.6	1008.0	-	
2021-10-01 01:22:00	524	-	-	-	-	-	-	0.4	남동	141	19.6	1008.0	-	
2021-10-01 01:23:00	523	-	-	-	-	-	-	0.2	남동	132	19.5	1008.0	-	
2021-10-01 01:24:00	523	-	-	-	-	-	-	0.1	남동	128	19.6	1008.0	-	
2021-10-01 01:25:00	523	-	-	-	-	-	-	0.0	남동	126	19.6	1008.0	-	
2021-10-01 01:26:00	522	-	-	-	-	-	-	0.3	남	172	19.6	1008.0	-	
2021-10-01 01:27:00	521	-	-	-	-	-	-	0.6	남	181	19.6	1008.0	-	
2021-10-01 01:28:00	520	-	-	-	-	-	-	0.4	남	181	19.6	1008.0	-	
2021-10-01 01:29:00	519	-	-	-	-	-	-	0.7	남	179	19.6	1008.0	-	
2021-10-01 01:30:00	518	-	-	-	-	-	-	0.7	남	177	19.6	1008.0	-	
2021-10-01 01:31:00	518	-	-	-	-	-	-	0.6	남	173	19.6	1008.0	-	
2021-10-01 01:32:00	517	-	-	-	-	-	-	0.5	남남동	162	19.7	1008.0	-	
2021-10-01 01:33:00	517	-	-	-	-	-	-	0.8	남남동	148	19.6	1008.0	-	
2021-10-01 01:34:00	516	-	-	-	-	-	-	0.9	남동	141	19.6	1007.9	-	
2021-10-01 01:35:00	515	-	-	-	-	-	-	0.6	남남동	147	19.6	1007.9	-	
2021-10-01 01:36:00	515	-	-	-	-	-	-	0.4	남동	145	19.6	1007.9	-	
2021-10-01 01:37:00	515	-	-	-	-	-	-	0.5	남동	132	19.6	1007.9	-	
2021-10-01 01:38:00	515	-	-	-	-	-	-	0.3	남동	143	19.5	1007.9	-	
2021-10-01 01:39:00	515	-	-	-	-	-	-	0.1	남남동	147	19.5	1007.8	-	
2021-10-01 01:40:00	514	-	-	-	-	-	-	0.2	남남동	147	19.5	1007.9	-	
2021-10-01 01:41:00	514	-	-	-	-	-	-	0.2	남남동	164	19.6	1007.9	-	
2021-10-01 01:42:00	514	-	-	-	-	-	-	0.2	남	182	19.6	1007.9	-	
2021-10-01 01:43:00	514	-	-	-	-	-	-	0.0	남	188	19.7	1007.9	-	
2021-10-01 01:44:00	513	-	-	-	-	-	-	0.1	북서	314	19.7	1007.9	-	
2021-10-01 01:45:00	514	-	-	-	-	-	-	0.2	북북서	330	19.9	1007.9	-	
2021-10-01 01:46:00	513	-	-	-	-	-	-	0.0	북	0	20.0	1007.9	-	
2021-10-01 01:47:00	513	-	-	-	-	-	-	0.0	북	0	20.0	1007.9	-	
2021-10-01 01:48:00	513	-	-	-	-	-	-	0.1	남동	137	20.0	1007.9	-	
2021-10-01 01:49:00	512	-	-	-	-	-	-	0.1	남	175	20.1	1007.9	-	
2021-10-01 01:50:00	511	-	-	-	-	-	-	0.2	남	188	20.1	1007.9	-	
2021-10-01 01:51:00	510	-	-	-	-	-	-	0.1	남	183	20.2	1007.9	-	
2021-10-01 01:52:00	510	-	-	-	-	-	-	0.0	북	0	20.2	1007.9	-	
2021-10-01 01:53:00	509	-	-	-	-	-	-	0.0	북	0	20.2	1007.9	-	
2021-10-01 01:54:00	508	-	-	-	-	-	-	0.0	북	0	20.1	1007.9	-	
2021-10-01 01:55:00	507	-	-	-	-	-	-	0.1	동	83	20.1	1007.9	-	
2021-10-01 01:56:00	507	-	-	-	-	-	-	0.0	동북동	72	20.0	1007.9	-	
2021-10-01 01:57:00	506	-	-	-	-	-	-	0.1	북북서	332	20.1	1007.9	-	
2021-10-01 01:58:00	505	-	-	-	-	-	-	0.0	북서	317	20.1	1007.9	-	
2021-10-01 01:59:00	504	-	-	-	-	-	-	1.5	북북서	328	20.2	1007.9	-	
2021-10-01 02:00:00	503	-	-	-	-	-	-	1.8	북북서	331	20.3	1007.9	-	
2021-10-01 02:01:00	502	-	-	-	-	-	-	1.5	북북서	335	20.4	1007.8	-	
2021-10-01 02:02:00	500	-	-	-	-	-	-	0.8	북북서	335	20.6	1007.8	-	
2021-10-01 02:03:00	499	-	-	-	-	-	-	1.0	북북서	337	20.7	1007.8	-	
2021-10-01 02:04:00	497	-	-	-	-	-	-	0.6	북북서	331	20.7	1007.8	-	
2021-10-01 02:05:00	497	-	-	-	-	-	-	1.2	북북서	339	20.8	1007.8	-	
2021-10-01 02:06:00	496	-	-	-	-	-	-	1.4	북북서	342	20.8	1007.8	-	
2021-10-01 02:07:00	496	-	-	-	-	-	-	1.8	북북서	338	20.8	1007.8	-	
2021-10-01 02:08:00	496	-	-	-	-	-	-	1.7	북북서	344	20.8	1007.8	-	
2021-10-01 02:09:00	495	-	-	-	-	-	-	1.9	북북서	344	20.9	1007.7	-	
2021-10-01 02:10:00	495	-	-	-	-	-	-	0.9	북북서	347	21.0	1007.7	-	
2021-10-01 02:11:00	494	-	-	-	-	-	-	1.2	북북서	338	21.1	1007.7	-	
2021-10-01 02:12:00	494	-	-	-	-	-	-	1.6	북북서	348	21.2	1007.7	-	
2021-10-01 02:13:00	494	-	-	-	-	-	-	1.6	북북서	346	21.2	1007.7	-	
2021-10-01 02:14:00	494	-	-	-	-	-	-	0.7	북서	318	21.3	1007.6	-	
2021-10-01 02:15:00	493	-	-	-	-	-	-	0.7	북북서	331	21.3	1007.6	-	
2021-10-01 02:16:00	491	-	-	-	-	-	-	1.7	북북서	340	21.4	1007.6	-	
2021-10-01 02:17:00	491	-	-	-	-	-	-	1.3	북북서	346	21.3	1007.6	-	
2021-10-01 02:18:00	491	-	-	-	-	-	-	1.4	북	351	21.3	1007.6	-	
2021-10-01 02:19:00	490	-	-	-	-	-	-	0.9	북	1	21.3	1007.6	-	
2021-10-01 02:20:00	489	-	-	-	-	-	-	1.2	북	351	21.3	1007.6	-	
2021-10-01 02:21:00	489	-	-	-	-	-	-	0.5	북	356	21.3	1007.6	-	
2021-10-01 02:22:00	489	-	-	-	-	-	-	0.2	북동	46	21.3	1007.6	-	
2021-10-01 02:23:00	488	-	-	-	-	-	-	0.4	남	180	21.2	1007.5	-	
2021-10-01 02:24:00	487	-	-	-	-	-	-	1.1	남남동	152	20.9	1007.5	-	
2021-10-01 02:25:00	487	-	-	-	-	-	-	0.9	남동	140	20.6	1007.5	-	
2021-10-01 02:26:00	487	-	-	-	-	-	-	1.0	남동	139	20.5	1007.5	-	
2021-10-01 02:27:00	486	-	-	-	-	-	-	1.7	남남동	147	20.3	1007.5	-	
2021-10-01 02:28:00	485	-	-	-	-	-	-	1.6	남남동	149	20.0	1007.5	-	
2021-10-01 02:29:00	484	-	-	-	-	-	-	1.9	남남동	149	19.9	1007.4	-	
2021-10-01 02:30:00	483	-	-	-	-	-	-	2.1	남동	145	19.7	1007.4	-	
2021-10-01 02:31:00	482	-	-	-	-	-	-	1.8	남동	144	19.5	1007.4	-	
2021-10-01 02:32:00	482	-	-	-	-	-	-	1.7	남동	140	19.4	1007.4	-	
2021-10-01 02:33:00	481	-	-	-	-	-	-	1.2	남동	138	19.3	1007.3	-	
2021-10-01 02:34:00	481	-	-	-	-	-	-	1.5	남남동	149	19.2	1007.3	-	
2021-10-01 02:35:00	481	-	-	-	-	-	-	2.0	남남동	155	19.0	1007.2	-	
2021-10-01 02:36:00	480	-	-	-	-	-	-	2.4	남동	146	19.0	1007.2	-	
2021-10-01 02:37:00	480	-	-	-	-	-	-	2.6	남남동	150	18.9	1007.2	-	
2021-10-01 02:38:00	480	-	-	-	-	-	-	2.8	남남동	153	18.8	1007.2	-	
2021-10-01 02:39:00	479	-	-	-	-	-	-	2.9	남남동	155	18.7	1007.2	-	
2021-10-01 02:40:00	479	-	-	-	-	-	-	2.8	남남동	157	18.7	1007.2	-	
2021-10-01 02:41:00	478	-	-	-	-	-	-	2.8	남남동	159	18.6	1007.2	-	
2021-10-01 02:42:00	477	-	-	-	-	-	-	2.9	남남동	158	18.5	1007.1	-	
2021-10-01 02:43:00	476	-	-	-	-	-	-	2.8	남남동	153	18.4	1007.1	-	
2021-10-01 02:44:00	474	-	-	-	-	-	-	2.8	남남동	155	18.4	1007.1	-	
2021-10-01 02:45:00	474	-	-	-	-	-	-	2.8	남남동	160	18.4	1007.1	-	
2021-10-01 02:46:00	474	-	-	-	-	-	-	2.8	남남동	161	18.6	1007.1	-	
2021-10-01 02:47:00	473	-	-	-	-	-	-	2.7	남남동	163	18.7	1007.0	-	
2021-10-01 02:48:00	472	-	-	-	-	-	-	2.7	남남동	160	18.9	1007.0	-	
2021-10-01 02:49:00	472	-	-	-	-	-	-	2.7	남남동	158	18.8	1007.0	-	
2021-10-01 02:50:00	471	-	-	-	-	-	-	2.8	남남동	159	18.8	1007.0	-	
2021-10-01 02:51:00	471	-	-	-	-	-	-	2.7	남남동	163	18.8	1007.0	-	
2021-10-01 02:52:00	471	-	-	-	-	-	-	2.6	남남동	166	18.9	1007.0	-	
2021-10-01 02:53:00	470	-	-	-	-	-	-	2.5	남남동	167	18.9	1007.0	-	
2021-10-01 02:54:00	470	-	-	-	-	-	-	2.3	남남동	162	18.9	1007.0	-	
2021-10-01 02:55:00	469	-	-	-	-	-	-	2.2	남남동	157	18.8	1007.0	-	
2021-10-01 02:56:00	468	-	-	-	-	-	-	2.2	남남동	157	18.7	1007.1	-	
2021-10-01 02:57:00	468	-	-	-	-	-	-	2.4	남남동	163	18.7	1007.0	-	
2021-10-01 02:58:00	467	-	-	-	-	-	-	2.1	남남동	158	18.8	1007.0	-	
2021-10-01 02:59:00	466	-	-	-	-	-	-	2.2	남남동	147	19.1	1007.0	-	
2021-10-01 03:00:00	466	-	-	-	-	-	-	2.1	남동	141	19.1	1007.0	-	
2021-10-01 03:01:00	465	-	-	-	-	-	-	1.4	남동	138	19.1	1007.0	-	
2021-10-01 03:02:00	465	-	-	-	-	-	-	0.8	남동	130	19.0	1007.0	-	
2021-10-01 03:03:00	464	-	-	-	-	-	-	0.8	남동	139	19.0	1007.0	-	
2021-10-01 03:04:00	463	-	-	-	-	-	-	1.1	남동	138	19.1	1007.0	-	
2021-10-01 03:05:00	462	-	-	-	-	-	-	1.2	남동	141	19.2	1007.0	-	
2021-10-01 03:06:00	462	-	-	-	-	-	-	0.6	남동	129	19.2	1007.0	-	
2021-10-01 03:07:00	461	-	-	-	-	-	-	0.5	남동	143	19.2	1007.0	-	
2021-10-01 03:08:00	460	-	-	-	-	-	-	0.8	남남동	150	19.2	1007.0	-	
2021-10-01 03:09:00	460	-	-	-	-	-	-	1.1	남남동	159	19.2	1007.0	-	
2021-10-01 03:10:00	459	-	-	-	-	-	-	1.4	남남동	155	19.3	1007.0	-	
2021-10-01 03:11:00	458	-	-	-	-	-	-	1.4	남남동	153	19.3	1007.0	-	
2021-10-01 03:12:00	457	-	-	-	-	-	-	1.3	남남동	152	19.3	1007.0	-	
2021-10-01 03:13:00	456	-	-	-	-	-	-	1.2	남남동	150	19.4	1007.0	-	
2021-10-01 03:14:00	456	-	-	-	-	-	-	1.1	남남동	152	19.4	1007.0	-	
2021-10-01 03:15:00	455	-	-	-	-	-	-	1.1	남동	145	19.4	1007.0	-	
2021-10-01 03:16:00	454	-	-	-	-	-	-	0.8	남동	139	19.5	1007.0	-	
2021-10-01 03:17:00	453	-	-	-	-	-	-	0.5	남동	128	19.5	1007.0	-	
2021-10-01 03:18:00	453	-	-	-	-	-	-	0.4	동남동	122	19.4	1007.0	-	
2021-10-01 03:19:00	452	-	-	-	-	-	-	0.7	남남동	148	19.5	1007.0	-	
2021-10-01 03:20:00	452	-	-	-	-	-	-	0.6	남남동	156	19.5	1007.0	-	
2021-10-01 03:21:00	451	-	-	-	-	-	-	0.6	남남동	163	19.5	1007.0	-	
2021-10-01 03:22:00	451	-	-	-	-	-	-	0.5	남남동	157	19.5	1006.9	-	
2021-10-01 03:23:00	451	-	-	-	-	-	-	0.3	남동	134	19.5	1006.9	-	
2021-10-01 03:24:00	450	-	-	-	-	-	-	0.4	남동	141	19.5	1006.9	-	
2021-10-01 03:25:00	449	-	-	-	-	-	-	0.2	남동	138	19.5	1006.9	-	
2021-10-01 03:26:00	449	-	-	-	-	-	-	0.3	남	185	19.5	1006.9	-	
2021-10-01 03:27:00	448	-	-	-	-	-	-	0.3	남	178	19.5	1006.9	-	
2021-10-01 03:28:00	448	-	-	-	-	-	-	0.2	남남동	166	19.6	1006.9	-	
2021-10-01 03:29:00	447	-	-	-	-	-	-	0.0	남남동	148	19.6	1006.9	-	
2021-10-01 03:30:00	446	-	-	-	-	-	-	0.1	동남동	114	19.6	1007.0	-	
2021-10-01 03:31:00	446	-	-	-	-	-	-	0.0	북	0	19.7	1007.0	-	
2021-10-01 03:32:00	446	-	-	-	-	-	-	0.0	북	0	19.7	1007.0	-	
2021-10-01 03:33:00	445	-	-	-	-	-	-	0.0	북	0	19.7	1007.0	-	
2021-10-01 03:34:00	444	-	-	-	-	-	-	0.0	북	0	19.8	1007.0	-	
2021-10-01 03:35:00	444	-	-	-	-	-	-	0.0	북	0	19.8	1007.0	-	
2021-10-01 03:36:00	444	-	-	-	-	-	-	0.0	북	0	19.8	1006.9	-	
2021-10-01 03:37:00	444	-	-	-	-	-	-	0.0	북	0	19.9	1006.9	-	
2021-10-01 03:38:00	443	-	-	-	-	-	-	0.0	북	0	19.9	1007.0	-	
2021-10-01 03:39:00	442	-	-	-	-	-	-	0.1	북북서	327	19.9	1007.0	-	
2021-10-01 03:40:00	442	-	-	-	-	-	-	0.2	북	358	20.0	1007.0	-	
2021-10-01 03:41:00	442	-	-	-	-	-	-	0.2	북	349	20.0	1007.0	-	
2021-10-01 03:42:00	442	-	-	-	-	-	-	0.0	북북서	343	20.0	1007.0	-	
2021-10-01 03:43:00	441	-	-	-	-	-	-	0.1	북서	312	20.0	1007.1	-	
2021-10-01 03:44:00	440	-	-	-	-	-	-	0.3	북북서	332	20.1	1007.1	-	
2021-10-01 03:45:00	439	-	-	-	-	-	-	0.5	북서	326	20.1	1007.1	-	
2021-10-01 03:46:00	438	-	-	-	-	-	-	0.5	북북서	337	20.2	1007.1	-	
2021-10-01 03:47:00	437	-	-	-	-	-	-	0.7	북서	325	20.2	1007.2	-	
2021-10-01 03:48:00	437	-	-	-	-	-	-	0.5	북북서	332	20.2	1007.2	-	
2021-10-01 03:49:00	436	-	-	-	-	-	-	0.8	북북서	345	20.2	1007.2	-	
2021-10-01 03:50:00	435	-	-	-	-	-	-	0.5	북북서	338	20.2	1007.2	-	
2021-10-01 03:51:00	435	-	-	-	-	-	-	0.5	북북서	328	20.2	1007.1	-	
2021-10-01 03:52:00	434	-	-	-	-	-	-	0.2	북북서	334	20.3	1007.1	-	
2021-10-01 03:53:00	433	-	-	-	-	-	-	0.0	북	0	20.3	1007.2	-	
2021-10-01 03:54:00	433	-	-	-	-	-	-	0.0	북	0	20.3	1007.2	-	
2021-10-01 03:55:00	433	-	-	-	-	-	-	0.3	북서	311	20.3	1007.2	-	
2021-10-01 03:56:00	433	-	-	-	-	-	-	0.5	북서	314	20.3	1007.2	-	
2021-10-01 03:57:00	433	-	-	-	-	-	-	0.6	북서	317	20.3	1007.2	-	
2021-10-01 03:58:00	432	-	-	-	-	-	-	0.6	북서	308	20.4	1007.2	-	
2021-10-01 03:59:00	430	-	-	-	-	-	-	0.5	북서	309	20.4	1007.2	-	
2021-10-01 04:00:00	430	-	-	-	-	-	-	0.7	북서	320	20.4	1007.2	-	
2021-10-01 04:01:00	429	-	-	-	-	-	-	0.8	북서	317	20.4	1007.3	-	
2021-10-01 04:02:00	428	-	-	-	-	-	-	0.6	서북서	299	20.5	1007.3	-	
2021-10-01 04:03:00	428	-	-	-	-	-	-	0.7	서북서	303	20.5	1007.3	-	
2021-10-01 04:04:00	428	-	-	-	-	-	-	0.6	서북서	285	20.6	1007.2	-	
2021-10-01 04:05:00	427	-	-	-	-	-	-	0.6	서북서	303	20.5	1007.2	-	
2021-10-01 04:06:00	427	-	-	-	-	-	-	0.6	북서	308	20.6	1007.2	-	
2021-10-01 04:07:00	427	-	-	-	-	-	-	0.6	북서	308	20.6	1007.2	-	
2021-10-01 04:08:00	426	-	-	-	-	-	-	0.2	북서	323	20.6	1007.2	-	
2021-10-01 04:09:00	426	-	-	-	-	-	-	0.1	서	262	20.6	1007.2	-	
2021-10-01 04:10:00	425	-	-	-	-	-	-	0.0	서	265	20.6	1007.2	-	
2021-10-01 04:11:00	424	-	-	-	-	-	-	0.0	서	265	20.6	1007.2	-	
2021-10-01 04:12:00	423	-	-	-	-	-	-	0.0	북	0	20.6	1007.2	-	
2021-10-01 04:13:00	422	-	-	-	-	-	-	0.3	남	172	20.6	1007.2	-	
2021-10-01 04:14:00	421	-	-	-	-	-	-	0.6	남	173	20.5	1007.2	-	
2021-10-01 04:15:00	421	-	-	-	-	-	-	0.7	남남동	157	20.4	1007.1	-	
2021-10-01 04:16:00	420	-	-	-	-	-	-	0.7	남남동	153	20.3	1007.1	-	
2021-10-01 04:17:00	419	-	-	-	-	-	-	0.6	남남동	166	20.3	1007.1	-	
2021-10-01 04:18:00	418	-	-	-	-	-	-	0.5	남	180	20.3	1007.1	-	
2021-10-01 04:19:00	417	-	-	-	-	-	-	0.5	남	170	20.3	1007.1	-	
2021-10-01 04:20:00	417	-	-	-	-	-	-	0.4	남	174	20.2	1007.1	-	
2021-10-01 04:21:00	416	-	-	-	-	-	-	0.6	남남동	164	20.2	1007.1	-	
2021-10-01 04:22:00	416	-	-	-	-	-	-	0.5	남남동	163	20.2	1007.1	-	
2021-10-01 04:23:00	416	-	-	-	-	-	-	0.6	남동	138	20.2	1007.1	-	
2021-10-01 04:24:00	416	-	-	-	-	-	-	0.8	남동	144	19.9	1007.1	-	
2021-10-01 04:25:00	415	-	-	-	-	-	-	0.8	남남동	154	19.7	1007.1	-	
2021-10-01 04:26:00	414	-	-	-	-	-	-	0.7	남동	145	19.5	1007.1	-	
2021-10-01 04:27:00	414	-	-	-	-	-	-	1.3	남동	144	19.4	1007.1	-	
2021-10-01 04:28:00	413	-	-	-	-	-	-	1.3	남동	134	19.3	1007.1	-	
2021-10-01 04:29:00	413	-	-	-	-	-	-	1.0	남동	128	19.3	1007.1	-	
2021-10-01 04:30:00	413	-	-	-	-	-	-	0.4	동남동	122	19.2	1007.1	-	
2021-10-01 04:31:00	413	-	-	-	-	-	-	0.7	남동	125	19.1	1007.1	-	
2021-10-01 04:32:00	413	-	-	-	-	-	-	1.0	동남동	118	19.1	1007.1	-	
2021-10-01 04:33:00	413	-	-	-	-	-	-	0.8	남동	130	19.1	1007.1	-	
2021-10-01 04:34:00	412	-	-	-	-	-	-	0.6	남남동	149	19.0	1007.1	-	
2021-10-01 04:35:00	413	-	-	-	-	-	-	0.7	남동	139	19.0	1007.1	-	
2021-10-01 04:36:00	413	-	-	-	-	-	-	0.8	남남동	153	19.0	1007.1	-	
2021-10-01 04:37:00	413	-	-	-	-	-	-	0.6	남남동	157	19.0	1007.1	-	
2021-10-01 04:38:00	412	-	-	-	-	-	-	0.5	남남서	192	19.2	1007.1	-	
2021-10-01 04:39:00	412	-	-	-	-	-	-	0.2	남남서	213	19.2	1007.1	-	
2021-10-01 04:40:00	412	-	-	-	-	-	-	0.0	북	0	19.2	1007.2	-	
2021-10-01 04:41:00	412	-	-	-	-	-	-	0.1	남남서	195	19.3	1007.2	-	
2021-10-01 04:42:00	412	-	-	-	-	-	-	0.4	남남서	210	19.3	1007.2	-	
2021-10-01 04:43:00	411	-	-	-	-	-	-	0.1	서남서	238	19.4	1007.2	-	
